评价,评分
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
两江四湖夜游的景色非常漂亮，可惜我当时在网上没买到票，只能到现场去买，船上开船的时候有工作人员邀请拍照，家里小孩不知道事情就跑去拍了，想不到拍完后工作人员拿来推销放大照片，30元一张的照片，说了不买立刻整个脸色都变了，我对桂林印象最深刻的一句话就是：没有钱就不要来桂林玩。 夜游的景色很漂亮，劝大家不要随意去参加这种船上人员的拍照，自己有手机拍一下就好。,3
太贵了，就是坐在船上转了一圈，然后拍了一些照片，还是自己逛比较好,3
整体感觉还不错，就是不能近距离观看象鼻山，有点遗憾。,4
很美 值得一游 票价再优惠点就好啦，下次还会再来！静静欣赏这个城市。,5
船上冷气开的超大，有点冷，第一次来桂林游玩，可以体验体验，两江四湖夜景灯光效果不错，上船下船不在一个地点。,4
桂林名片，名不虚传！夜游桂林是必去景点！,5
非常差！上网买了无人跟进！还误船，三个码头都走过了！,1
不错开心。。。。。。。。。。。。。。,5
***,5
游轮升降机感觉比较有意思，但夜游看不清周围的景，只能凭轮廓加讲解进行想象，日游可能更好，能看桂林全景,4
