评价,评分
刺激，好玩，但是票價貴，裡面住也是貴，裡面房間應該要有相對條件，不然實在不值得。,4
非常好非常有特色的酒店式公寓 太喜欢了哈哈哈哈 各种各样的主题房让人赏心悦目 真心推介,5
性价比很高，交通也還不錯！。 跟朋友一起帶小孩子去的！。 好！,5
住在万达广场，去的时候因为修路的关系，感觉交通不是很方便，绕很多路。景点还是不错的，值得去。,5
进入个鬼屋把女朋友都吓坏了 然而我并不觉得可怕 希望下次再逼真一点就好了,5
值得一去的野生动物园，小朋友们喜欢的不得了,5
开心，开心开心开心开心开心，还是开心，开心，开心开心开心开心开心，还是开心，开心，开心开心开心开心开心，还是开心，,5
值得去，有吃有玩有住，很适合家庭去,5
有意思万圣节主题好玩，带小朋友玩下很不错。就是人太多兑换票的地方人山人海，景区食物太贵，选择少。每个游戏都要排队，只选了几个人少,5
买的是套票，性价比很高，无需排队买票，只需要在自动取票机取票即可，从欢乐世界有专门的通道通往水上乐园，可以不限次数往返两地，很方便。娱乐项目很刺激，玩的就是心跳！很想去看大马戏，可惜没有提前买好票，建议去游玩的朋友买套票更划算,5
里面的表演很精彩，游戏项目非常刺激，特别是垂直过山车，很难忘,5
"给老婆孩子盯的,本来还有点担心,怕有麻烦,结果扫身份证后,顺利出票,验票,很方便,超赞,",5
南方的园区安排很精致，虽然也游过不少次北方的野生动物园，都不如长隆设计巧妙。每一处站点都有专门的人员精心讲解，餐厅也都各有特色。,5
长隆这边几个景点要玩完最起码要4天以上，我第一次去还挺不适应，最后才知道里面还有免费的穿梭巴士,5
非常非常非常非常好非常非常非常非常好非常非常非常非常好非常非常非常非常好非常非常非常非常好。,5
整体还可以，没有想象中好玩的时候回来吃饭吗，回武汉吃好吃的咯！就醒了我的时候回来吃饭吗,5
值得去的好地方，就是长隆当地的一些出租车司机太坑人，给如此欢乐的地方蒙羞：证号番禺703547的驾驶员，10月1日下午4点左右从长隆去奥园城市天地1公多里的路程开口要30元，要求打表不行，我说要投诉，司机说随便，说这边都这样，真没人管吗？旁边的辅警也管不了，这样的人真给广州丢脸！难怪大家现在都喜欢用网约车。希望长隆警方管管，治理一下景区的出租车乱像！,5
去这次感觉哈可以，里面不允许带食物，里面饭有蛮贵，可以自己带水，商业气氛比较浓，大象表演没看，河马表演也没看，人很多，可以自驾看猛兽区,4
像热带雨林 很干净 都在一起玩起来方便 要是食物种类多一下就好了,5
十一人太多，但是大马戏现场感觉确实很棒！,4
"给老婆孩子盯的,本来还有点担心,怕有麻烦,结果扫身份证后,顺利出票,验票,很方便,超赞,",5
"给老婆孩子盯的,本来还有点担心,怕有麻烦,结果扫身份证后,顺利出票,验票,很方便,超赞,",5
南方的园区安排很精致，虽然也游过不少次北方的野生动物园，都不如长隆设计巧妙。每一处站点都有专门的人员精心讲解，餐厅也都各有特色。,5
长隆这边几个景点要玩完最起码要4天以上，我第一次去还挺不适应，最后才知道里面还有免费的穿梭巴士,5
非常非常非常非常好非常非常非常非常好非常非常非常非常好非常非常非常非常好非常非常非常非常好。,5
整体还可以，没有想象中好玩的时候回来吃饭吗，回武汉吃好吃的咯！就醒了我的时候回来吃饭吗,5
值得去的好地方，就是长隆当地的一些出租车司机太坑人，给如此欢乐的地方蒙羞：证号番禺703547的驾驶员，10月1日下午4点左右从长隆去奥园城市天地1公多里的路程开口要30元，要求打表不行，我说要投诉，司机说随便，说这边都这样，真没人管吗？旁边的辅警也管不了，这样的人真给广州丢脸！难怪大家现在都喜欢用网约车。希望长隆警方管管，治理一下景区的出租车乱像！,3
还可以。。*^_^*(^_^),3
好玩玩玩玩玩吧！刺激激激激激激，心脏受不了，年纪大了吗呜呜呜呜呜呜呜呜呜呜呜呜呜呜,5
环境好，适合家庭出游，不错，不错！ 环境好，适合家庭出游，不错，不错 环境好，适合家庭出游，不错，不错,5
不错啊！很好很好很好很好很好很好,5
值得玩的动物王国，精彩刺激大马戏，,5
这次是我第一次晚上订票，体验非常好，下次还会来这玩，环境体验都非常好，就是东西有点贵,5
方便，这次这个订票解决了我很多麻烦，对网上订票也放心了，下次还会使用携程进行订票,5
满意，适合带孩子游玩，长隆动物园的工作人员都非常友好和体贴，大马戏也非常震撼。值得一去。,5
动物们好可爱，比动物园的动物有生气多，希望若干年后仍然生龙活虎吧,4
取票什么的很方便，玩的也很好，啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，好像够字数啦,5
水上乐园很大。夏天去玩过2次了。全家玩的很开心。园内矿泉水也太贵了！最好自己带足矿泉水过去。要不然一家人一天光喝水也要喝100块。。。。有免费的救生衣随拿随用，不需要带救生圈去的。防晒工作要做足，不然回来就是各种晒伤。,5
各种不同的水上游乐项目好玩刺激，孩子玩的很开心,5
非常不错，好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看,5
如果不是酒店客人，建议买个插队特权，不然等排队是会要人命的，入园身上还是要带一点现金的，有些地方电子现金用不乐了,4
带孩去看长隆的马戏团表演，虽然在家门口，也去过几次长隆动物园，但还真没去过看长隆的马戏团表演，看后很震惊，表演有水准，与国外的马戏团表演没什么区别，不用出过门就可以欣赏了,5
酒店不错，周边很多好吃的，离长隆也不远，很好！下次还会选择，会推荐朋友入住！高兴,5
除了价钱贵点，人多了点外，其他都好。,5
广州长隆的水上乐园和郑州方特的基本上都差不多呀 项目都一样 就是物价贵 但更衣洗澡间还不如人家 没有吹风机 也不提供拖鞋 之前去郑州方特的时候以为没有拖鞋然后自己带了结果没用上 这次正好相反以为会有结果没有 还得现买 索性不穿 但是建议小孩子一定要穿鞋 地还是挺扎脚的 还烫 物价真是贵呀呀呀 大马戏除了熊有表演外 其他的动物都是走个过场 演出的都是老外 很惊险刺激 建议早去占座位 上下大排之间有个过道会有各种表演队伍经过 园区各种摆渡车还不错 遇到高峰时间段会排很长的队 一辆上不去,5
爽到爆了，长隆欢乐世界垂直过山车还有十环过山车摩托过山车超级爽尤其垂直过山车玩了三次,5
满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。,5
满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。,5
满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。,5
满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。满意满意很满意，还会再使用携程出游。,5
野生动物园的确很不错！河马馆的表演相当惊艳，大食蚁兽也是第一次见到，和六毛一起避雨感觉非常温馨，总之玩得相当尽兴～,5
不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,5
长隆旅游度假区由长隆水上乐园，野生动物园，…几个部分组成，吃住行玩都集中一起，很方便。,5
工行长隆卡5折，景区景色美，但没有珠海长隆海洋王国好玩，主要是动物和一般动物园比较略好，主要胜在植物较多，植物较密，希望增加更多的珍惜动物或者表演,5
可玩性強，參與度高，老少咸宜的旅遊區,5
不错，很大，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,5
长隆水上乐园在夏天享受清凉的感觉，几项水上活动都蛮刺激滴，水上乐园离地铁3号线走路大概要10多分钟，交通蛮方便，里面游乐活动也不错。,5
太爱这里的一却能感到我们的❤这一起，真正有家的那相互帮助，相互理解，相互协调的感觉。感谢你长隆,5
这次出游不仅看到了新奇的东西，还让小孩看到了他想看的美镜，最主要它促进我和家人的爱,5
在网上预订了就不用和人挤在一起排队买票很便捷，而且景区里很漂亮，值得一去！！！！,5
不愧是国内最大的野生动物园，真心大，用两只脚走需要一定毅力的。小火车真心不错，小朋友很喜欢，每个馆都有每个馆的特色,5
难忘的 主要去广州看got 7的演唱会 顺便去了一下一直很想去的长隆 动物园很好玩 马戏精彩极了,5
长隆旅游度假区 一、长隆欢乐世界 1、是个大型的游乐场，比较有名的是垂直过山车，惊险刺激。 二、长隆水上乐园 三、长隆野生动物世界 1、目前国内最大的原生态动物园，这里可以看到精彩的动物表演秀，比较特别的比如白虎表演。很适合带孩子来玩，可以在“丛林发现”了解动物习性，还可以在“儿童天地”玩游艺项目。 2、园区主要分为两个区域：乘车区与步行区。到了景区门口有免费游园地图提供，可以结合景区的表演时间，提前规划好游玩路线。 3、乘车区倚山而建，可以乘坐免费的半开放式小火车深入到丛林和草原，全程约40分钟。 步行区还可以看到很多精彩的动物表演，比如大象剧场、花果山剧场、长隆方舟剧场、河马剧场、白虎跳水等。 除了看动物，还可以选择带孩子去“丛林发现”及“儿童天地”，在“丛林发现”，可以了解各种动物的饮食习惯和身体结构等科普知识。“儿童天地”则有各种游艺设备， 并且这些设备的造型全部都是依照动物来打造，卡通趣味十足。 特别提示 1、如需自驾游览乘车区，依旧需要付门票，并且需要加收自驾车的费用，平日250元/车，指定日280元/车。游览完毕，可以在指定的停车场停好车辆，在步行区入口进入步行区继续游览。 2、在乘车区是不能下车的，因为区内动物皆是自由散放的，所以游客必须呆在车上。 3、食品和饮料等都不可以带进园区，在入园前都会进行检查，园区内都有不同特色的主题餐厅可以选择，价格比外面偏贵，但可以接受。 4、因为考虑到动物健康，景区是严禁投喂动物的。 5、因为园区比较原生态，难免会有些蚊虫，可备一些药膏防虫或止痒的。 6、一般小雨不影响动物观赏，如果大雨、雷暴雨等恶劣天气，部分户外表演会延迟或暂停，具体以当天园区的公告为准。 7、长隆野生动物世界游客服务中心有行李寄存服务（是属于收费服务），一般可以租用寄存柜，如果特大或贵重物品可联系客服中心作人工寄存。具体项目、价格以园区公告为准。 四、长隆国际马戏大剧院 1、看表演 五、广州鳄鱼公园 1、鳄鱼公园是全球最大的鳄鱼主题乐园，需要注意的是鳄鱼公园跟长隆其他几个度假区是分开的，交通很不方便，虽然有班车，但是要半小时才一趟，而且遇到节假日半小时都不一定能坐到车，挤不上！ 六、长隆酒店 1、餐饮性价比比较高的是彩蝶谷美食廊，人均115元，有点相当于“大食代”，里面各种类型美食都有，比如粤菜、川菜、巴西烤肉、火锅都有，可以提前网上查下是否有团购的现金券。 2、如果玩不止一个景区，建议可以入住长隆,5
拿票方便，买的是高考票，真的是会认真看样子和学生证是否符合，好玩，超级超级超级赞,4
值得一去的地方，消费也不算贵，比珠海长隆便宜，设施也不错，小孩玩得很开心，还说还要再去，就是人太多！有些玩的排队要半小时以上，建议最好不用节假日过去！,4
长隆国际大马戏，挺不错。最后压轴戏已经几年如一日，该创新落 。住长隆酒店有许多特权，譬如玩项目可以优先，看马戏的区域位置不错,4
总体来说还不错，宝宝最喜欢的项目应该算是水上世界了，其他项目也有收获，开心～～～,5
开心～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～！,5
小孩子特别喜欢欢乐世界，人不是特别多，有的项目连玩两次都不用怎么排队，动物园的表演很好看，水上乐园小孩也喜欢，总体就是小孩子很开心，里面的饮食消费很高但不怎么好吃。,4
挺好的，特别是早上的派对超嗨，幸好没错过。小孩很喜欢，东西不算贵吧，就是不好吃。里面有很多适合小朋友玩的。我的小孩刚好1米2,5
一开始觉得动物园门票挺贵的，玩了之后觉得贵还是有贵的道理，相比上海野生动物园，动物的种类和数量都多许多，而且还有四个场馆的动物表演，很值得一看。晚上的大马戏十分精彩，如果不是vip票，想坐到好点的位置，一定要早点去占位，因为门票上是没座位号，不是对号入座的。,4
带孩子出游，野生动物园里人有点偏多，到后面基本已经失去了游玩的兴致，只想早点离开，如果人流没那么集中在话，还是不错的,5
很好一家人快乐游，很好一家人快乐游，很好一家人快乐游，很好一家人快乐游，很好一家人快乐游！！！,5
反正不是我去，弟弟去了，说还不错，40个字的评价，怎么才能凑齐.....................,5
我们住了鸟趣房 感觉特别好……舒服 下次去一定还住这里,4
很好，我很喜欢，没有挑剔的东西，还会再来,5
带小朋友第一次到长龙野生动物园玩，孩子第一次见到了那么多野生动物，很兴奋，一路上不停的讲话，提问题！看来以后得多带孩子出去,5
动物园很大，很多表演，如果慢慢看，全看齐的话一天都看不完！消费有点贵，停车还行，一天20元！,5
挺好的，离地铁站也不是很远，3号线到汉溪长隆站下，一出地铁就有指示的跟着走就到南门了。南门也有自助取票的地方了很方便。从南门进去没多远就是垂直过山车很刺激的，值得体验一下。各个剧场的表演都很精彩。总的来说玩的还不错,5
订票、取票很方便，节省了很多时间，而且还有优惠。长隆度假旅游区是亲子游值得一去的地方！,5
不要周末去，人多，U型滑板最难受，其他还好，总体很过瘾，过山车都各有特点，网上买票会便宜,5
带孩子出游，野生动物园里人有点偏多，到后面基本已经失去了游玩的兴致，只想早点离开，如果人流没那么集中在话，还是不错的,5
很好一家人快乐游，很好一家人快乐游，很好一家人快乐游，很好一家人快乐游，很好一家人快乐游！！！,5
反正不是我去，弟弟去了，说还不错，40个字的评价，怎么才能凑齐.....................,5
那个地方给我们带来了许多快乐，直得我们去玩。爱的动物欢乐的水上乐园拭目以待。观赏，欣赏岳母让我们带到这个夏天的水上乐园。水上了园，真是，漂亮极了动物世界充满活泼可爱表演节目让我们，欣赏。,5
儿子玩的乐不思蜀，晚上的表演很精彩。,5
里面的游乐设施很多，有危险项目如大摆锤和过山车，也有好多孩子们能够玩得到的游乐设施，和孩子一起玩得很尽兴。但里面的矿泉水实在是贵啊，贵到心痛，但这么高温贵也是不得不喝。,5
好玩，年年都去一次，景点气氛一年比一年好，每年一度这段时间就会新增几个鬼屋，就是万圣节才开放,5
带孩子和爸妈去玩的，两个孩子玩很高兴，园区地方很大，但是标识很清楚。里面的工作人员态度都很热情，百问不厌。自己不能带吃的进去，里面吃的比较贵，而且吃饭时人很多。,5
带孩子和爸妈去玩的，两个孩子玩很高兴，地方很大，但是标识很清楚。里面的工作人员态度都很热情，百问不厌。自己不能带吃的进去，里面吃的比较贵，而且吃饭时人很多,5
很好玩很刺激，周三去的人不多，没拍什么队，把刺激的项目玩了好几遍，特别是过山车，好过瘾，,5
景区内的服务人员素质较好，充满热情，游览设施规划合理。有机会还会再次来长隆！一次美好的行程。,5
喜欢自由行，没有跟团的那种紧迫感，比较自由，所以一直都在携程上预定，很方便，过年的时候广州其实也不冷清，天气不错，温度适宜，特别是港式餐厅，好吃！,5
热带雨林，动物种类很多携程订票很方便，一次愉快的游玩，就是天气太热，里面的饮料很贵。,5
园内多种项目可以游玩，但是夜场要注意时间不够用，我们才玩了三个项目，还有就是在中心游泳场的表演嗨了半个小时，非常好的一次体验，除了时间问题，因为人确实是蛮多的,5
小孩子玩的很开心，说明年署假还要来。,5
欢乐世界和水上乐园百玩不厌。门票改签出了点差错，最终携程还是处理好了。整体比较满意。,5
已经去了好多次了，还是玩不厌。,5
朋友出行开开心心的，大家一起乐翻天。水上乐园乘凉好去处。每个人都玩的很开心呢！呵呵！,4
欢乐世界开开心心玩到底，水上乐园夏日里乘凉的好去处。广州长隆是值得一行的好地方。,4
长隆野生动物园名气很大，早几年迁就想来，终于有机会来玩，心里非常的期待。耳听为虚，眼见为实。认识了很多以前没见过的动物，环境优美，景色宜人，动物憨态可掬，服务人员服务态度很好，有机会会再来。,5
长隆还是比较适合小孩子，商业气息比较浓，园区里的东西价格较贵，不过也能接受。动物园乘车游览区是个亮点，但是比较短暂，其他一般般吧，和广州动物园也没什么区别。,3
广州最出名的旅游渡假胜地，但门票很贵哦,4
热带雨林，动物种类很多携程订票很方便，一次愉快的游玩，就是天气太热，里面的饮料很贵。,5
园内多种项目可以游玩，但是夜场要注意时间不够用，我们才玩了三个项目，还有就是在中心游泳场的表演嗨了半个小时，非常好的一次体验，除了时间问题，因为人确实是蛮多的,5
很好玩，值得去，不过天气热，等待是最难过的，你们懂得。。在秋天去玩最适合。水上乐园项目少点，晚上更有气氛,4
环境不错，动物多，星期一至五去玩，人少不挤，吃的一般，设施挺人性化，动物集中一起表现好，到处跑场，。,5
动物园很大，表演紧凑，一天下来很累，动物们感觉很幸福，大马戏稍微有点失望，总体来说还不错吧。,4
观赏路线和表演时间也比较合理，真正做到了与动物亲近，算是很开放的动物园，管理也很到位，就是里面的物价太高了些,5
環境非常好，房間不錯，床有點小，餐飲不錯，種類較多，很適合小朋友，遊樂園很大，可以玩夠一天，設施很好，總體來說還是不錯的！,5
很舒适，取票很方便，园区门口有婴儿推车出租，很人性化，跟家人朋友一起去很不错，就是吃的东西偏贵了~！,5
非常不错的度假区，设施一流，设计很有人性化，很符合小孩子心理。,5
每个乐园都有亮点，工作人员很热情,5
女儿玩的很开心，携程购票也很方便，以后游玩就选在携程预订了，一天的时间，孩子也不太累！,5
动物很多，表演很棒，就是里面的东西挺贵，还不能带食物进去，总体来说还是不错，有机会再去,5
和自己妈妈加两个闺蜜去的，第一次看，的确精彩，表演流程和节目都很成熟，当然...这么多年了嘿。 预订什么的没出现问题，都挺好。,5
"垂直过山车玩得很爽，爽，倍儿爽，倍儿爽，high high,high， 某些鸡冻游戏男生叫得比女生还大声",5
里面特别好玩，好多没见过的小动物，下次再来完欢乐世界和水上乐园，推荐带小朋友一起来！！！！！！！真棒！！！！！！,5
【“奔跑吧兄弟”节目拍摄地】广州长隆旅游度假区挺好【“奔跑吧兄弟”节目拍摄地】广州长隆旅游度假区挺好,5
【“奔跑吧兄弟”节目拍摄地】广州长隆旅游度假区挺好【“奔跑吧兄弟”节目拍摄地】广州长隆旅游度假区挺好,5
非常完美，孩子特别喜欢。值得一来，我们在暑假一开始就带孩子们到广州长隆来玩。棒！！！,5
非常完美，孩子特别喜欢，在暑假一开始就带孩子到广州长隆来玩，孩子们很喜欢。棒！！！,5
非常好，孩子暑假一开始就出行，玩的很言高兴。值得一来。向大家极力推荐，快乐游。棒！,5
非常好，孩子特别喜欢，值得一来。孩子暑假一开始就出发，票价格还优惠。非常完美了。,5
七日套票不错经济方便。长隆动物园和水上乐园是亲子的好地方，孩子们的最爱。孩子玩得很开心,5
七日套票不错经济方便。长隆动物园和水上乐园是亲子的好地方，孩子们的最爱。孩子玩得很开心,5
广州长隆鳄鱼公园不错，值得一去。小孩子很喜欢里面的动物表演，玩得不亦说乎。景区里有长隆免费穿梭巴士,5
广州长隆鳄鱼公园不错，值得一去。小孩子很喜欢里面的动物表演，玩得不亦说乎。景区里有长隆免费穿梭巴士,5
天气很热，还好景区内的绿化够多。小孩都很高兴看到了好多平时没看过的动物，近距离接触到。,5
……………！哭咯激情四射手机今天回来我和谁葡萄酒了。vvvvcxtgft7uhtffghjv…………,5
亲子一共4人出行，第一天水上乐园，很多项目都适合小朋友参与，小家伙非常开心，玩到闭园。第二天野生动物园，几乎一场秀接一场，虽然下大雨，但丝毫没受影响，晚上大马戏，更是精彩连连，只是应该去早点，占个好位置，总之，出乎意料的棒。,5
非常好的一次旅行！孩子们玩得很高兴！还说下一次还要去呢！取票很方便i！天气很热，便走在园区一点也不热！因为到处有树阴到处有空调哦！,5
非常好，十分满意，孩子们特别高兴。,5
女儿很喜欢 老妈也很喜欢 携程购票很方便 挺好的 好 好为啥要这么多人呢 就是 很挤 人少一点就好了,5
优惠的情况下还是很不错的一个选择。小孩玩起来也很开心。有些项目人多要排队不过也还好,5
很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好,5
哈哈红红火火恍恍惚惚家门口男女吃饭大大方方嘎嘎嘎嘎快快快坎坎坷坷坎坎坷坷咔咔咔空军建军节斤斤计较叽叽叽叽麻将斤斤计较,5
地铁很方便，附近又又公交车，还行,5
有动物园，游乐园等多个主题区，分别收费，就是贵了。,4
长隆旅游度假区真的是太适合度假了，环境好，可以玩的种类也非常多。喜欢刺激的可以去欢乐世界坐过山车，喜欢玩水的可以去水上乐园，想看动物可以去野生动物世界，看马戏表演可以去国际马戏大剧院，还有鳄鱼公园等地方。来这里度假的休闲类型可以有非常多种，度假区里的酒店也非常高大上的感觉。,5
国家5A级精品度假区，世界级的旅游王国！有以机动游戏闻名的长隆欢乐世界、有世界排名第一的水上乐园、有全球唯一大熊猫三胞胎的长隆野生动物世界和中国最佳主题酒店——长隆酒店。,4
去了很多地方，长隆是体验最好的一次，游玩乐趣，景区服务，各方面都很棒，特别是小朋友玩的超hi！,5
非常错，小家伙流连忘返，兴奋不已，玩的挺好，最主要是大热天的，在里面玩没感觉到热，有机会再去一次。,5
游乐设施很刺激，但是身高限制，有些项目孩子没玩成！动物园超赞，种类多，还很活跃，尤其是小猴子,5
很好港版，搞错了吧呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵,5
去的时候天气正好，不冷不热，几乎所有项目都玩了，大喇叭玩了两三次，两个人去的，有的项目要求4-5个人玩的，还认识了朋友，玩的好开心，赞一个，还有歌舞队的表演。，真的不错，下次有机会还要再去。,4
广州长隆的十环过山车大名鼎鼎，跟深圳欢乐谷的垂直过山车有的一拼，玩了一把确实心跳不已，值得一试！还有奔跑吧兄弟玩的那个滑板也不错，称为过山车和跳楼机的结合版，第一次尝试这个新颖的游乐设备，感觉很不错！园区很大，其他机动设备也很多，刺激！花了一整天的时间在里面，基本把项目都玩遍了，还买了一个冰激淋，味道不错。景区内管理有序，可以玩的东西很多，想要刺激和心跳的就赶紧去吧，肯定会嗨到飞起的！,5
就是觉得票价偏高了点，来广州最值得去的地方之一，不过还是值回票价啦，套票会划算点,5
还可以，时间比较紧张，没玩好！希望以后再来，可以好好玩一下，尤其是去漂流一下，因为这次有暴雨，没有玩成！,5
还可以，时间比较紧张，没玩好！希望以后再来，可以好好玩一下，尤其是去漂流一下，因为这次有暴雨，没有玩成！,5
没有什么新意，去过几次，每次都一样的内容，一样的猴子老虎大象，一样的表演。伙食性价比也不好。,3
还是很好玩，值得这个票价的。小孩子玩的可开心了，下一站将是珠海长隆，去看看海底世界咯,5
非常错，小家伙流连忘返，兴奋不已，玩的挺好，最主要是大热天的，在里面玩没感觉到热，有机会再去一次。,5
游乐设施很刺激，但是身高限制，有些项目孩子没玩成！动物园超赞，种类多，还很活跃，尤其是小猴子,5
很适合亲子游，让宝贝们近距离接触动物,5
广州长隆有野生动物世界，水世界，欢乐世界等。野生动物世界里的植被丰富，还有很多不同种类的小动物，大熊猫、考拉等都是非常珍贵的国宝，令人大开眼界。,5
有酒店、野生动物世界、水世界、欢乐世界、鳄鱼公园、大马戏团多个区域，是安排非常好的一个亲子度假区，基本上可以玩2天，水世界只适合暑期玩耍。长隆建设规划很用心，很有特色。,5
娱乐内容很多，人也超级多，主要时间都浪费在排队上，很刺激很好玩，心脏不好的人就玩不了。,5
长隆野生动物园参观深受小朋友的欢迎，但景区人也非常多，喂养长颈鹿等动物的环节小朋友们都很喜欢！,5
不错，值得去玩玩，玩了一整天，很刺激很过瘾，垂直过山车很爽，以后还会再去！！！！,5
整个度假村特别大，长隆酒店里还有白虎，火烈鸟，丹顶鹤等，还有很多宝宝们喜欢的天鹅，鹦鹉，周边就有动物园，国际大马戏，欢乐世界，水上乐园，很方便,5
难得和老婆来一次说走就走的旅程，平时都会因为一些日常生活的繁琐事而吵架。那天真得玩的很开心。刺激的游乐设施惊险万分，引得我们一次又一次的狂欢。不过能有你陪我一起去闯关斩将激流勇进！我不怕,5
好多人建议早点去占座位还有VIP区但是要交钱,5
很不错的家庭出游首选之地！！！,5
太喜欢了，非常适合老人孩子游玩！,5
已经忘了去过多少次。但还是很好玩很好看！,5
来广州时间充沛必须去的地方，尤其大马戏太好看了，建议此处2日游，大夫山-长隆-沙湾古镇！这几个离得很近,5
适合亲子游，景区很漂亮！整个景区布局合理，动物都很活跃，尤其是白虎跳水很精彩，游览车也很好！,5
适合亲子游，景区很漂亮！整个景区布局合理，动物都很活跃，尤其是白虎跳水很精彩，游览车也很好！,5
适合亲子游，景区很漂亮！整个景区布局合理，动物都很活跃，尤其是白虎跳水很精彩，游览车也很好！,5
很漂亮的一个地方，全家人都玩得很开心，动物就近在咫尺啊，还有动物表演也很不错，很开心的一次游玩,5
春节期间人太多啦，到处都排队，不过小朋友玩的开心，携程订票挺方便，电子票入场也很方便。,5
长隆还是值得一去的地方，不错！,4
可以一去........可以一去........可以一去........可以一去........可以一去........,3
景色好美，好玩，假日值得去愉快的玩耍,4
长隆酒店环境优美！就是贵些！,5
感觉还挺好 买票是便宜了一点 能有更大优惠就好了 每次去长隆 ，时间都不够游玩整个景区的 ，可能坐小火车会好一点 ，开车就慢很多 ，是真的 。自驾能控制野生动物园里面的游玩速度，但是后面动物馆那里的时间又不够了 ，建议外地旅客来了后在园区住一晚 ，这样比较悠闲,4
与家人一起去的，结果买错票，还好景区服务超级好好，问清原因之后更换很速度，马戏也是精彩得不得了呀，家人超级满意,5
长隆靠综艺节目彻底出名了，以至于帝都人民都千里迢迢坐高铁飞机去玩。而野外生动物园里的白虎、熊猫、考拉等是吸引人的主要看点，最重要的是与帝都的野生动物园相比绿化更好品种更多更近距离亲近。 票价在网上到处都有，只说重点，如果是非节假日旺季，且要住长隆酒店2晚，长隆度假区官网有一种含双早和任选长隆各园区包括马戏的4张正价门票的2晚房套餐很划算，数量有限要早订才有 动物园里分两个区域，自驾和小火车观光区及步行区域。自驾观光区和小火车是坐在车上看散养的动物，入口都在北门，小火车的上下停靠点也在北门附近。小火车是免费的，但每趟车上位置有限，人多要排队，上满即走。自驾车要再单独为车买入园门票。,5
还是不错的，不过里面东西贵了点，可以自己买进去,5
这里很适合代小朋友来看马戏表演！,4
是广州的一个著名旅游景点 如果来广州旅游一定要到长隆 每一个公园足够游览一天 推荐！,5
值得反复去的景点 孩子喜欢 就是消费价格高 人多 大型动物园里面算是很好了 以后还会再去,5
好玩 方便 小朋友很喜欢 去的时候正好人不多 听说节假日非常火爆 所以还是要错峰出行。,5
好玩 方便 小朋友很喜欢 去的时候正好人不多 听说节假日非常火爆 所以还是要错峰出行。,5
确实值得来，下次还会来，美中不足的是酒店吃餐厅选择性稍微有点低。,5
地方蛮大，人也比较多，景区管理到位，动物多，总体满意，下次还会去的，我们一起去的三个人,5
很值得去，里面表演很棒，而且多样化，时间安排也很合理！,5
门票真心贵，吃的东西更贵！面都要68元一碗,3
下雨天依然蛮多人的，玩了多种过山车，垂直过山车最刺激，尖叫地带的游戏好恐怖，朋友都不敢玩,5
这里很适合代小朋友来看马戏表演！,4
是广州的一个著名旅游景点 如果来广州旅游一定要到长隆 每一个公园足够游览一天 推荐！,5
值得反复去的景点 孩子喜欢 就是消费价格高 人多 大型动物园里面算是很好了 以后还会再去,5
好玩 方便 小朋友很喜欢 去的时候正好人不多 听说节假日非常火爆 所以还是要错峰出行。,5
好玩 方便 小朋友很喜欢 去的时候正好人不多 听说节假日非常火爆 所以还是要错峰出行。,4
不错的旅程，值得去。就是人太多,5
长隆旅游度假区特别值得前往，我们两家人已经商定好今年找个淡季再过来玩，把珠海长隆也玩儿一遍！,4
主题公园，欢乐世界是大型游乐场，国际马戏是看表演，还有其他板块,4
虽然遇到下雨天，但总体感觉还是不错的，有些地方因为天气原因没去到，可惜了。小盆友很爱小火车，一进园就要去坐啊，绝对超值。还走，一定要给小不点带推车，省时间。,5
这里真的是孩子与年轻人的天堂，儿子整整在这里玩了一整天，无论大小，刺激的众多项目，大致玩了一个遍。 住在长隆酒店，可以给一个手环，录指纹后一天无限次进出，而且热门的项目排队，凭手环可以走特殊通道玩游戏，省去了很多等待的时间，玩得很尽兴很开心。 很推荐入住长隆酒店，可以有很多便利的优惠政策，省时省力。,5
